"spine","title","year","ccid","dbid"
"0995","Polyester","1981","28714","1997233"
"0996","The Circus","1928","27563","1299628"
"0997","Cluny Brown","1946","28564","1294861"
"0998","When We Were Kings","1996","30086","1300184"
"0999","Matewan","1987","29461","1421352"
"1000","Godzilla","1954","27755","2059276"
"1000","Godzilla Raids Again","1955","29338","2062611"
"1000","King Kong vs. Godzilla","1963","30209",""
"1000","Mothra vs. Godzilla","1964","29341",""
"1000","Ghidorah, the Three-Headed Monster","1964","29340",""
"1000","Invasion of Astro-Monster","1965","29344",""
"1000","Ebirah, Horror of the Deep","1966","30101",""
"1000","Son of Godzilla","1967","29346",""
"1000","Destroy All Monsters","1968","29347","2059299"
"1000","All Monsters Attack","1969","29343","2059296"
"1000","Godzilla vs. Hedorah","1971","30102","2063917"
"1000","Godzilla vs. Gigan","1972","30103","2062627"
"1000","Godzilla vs. Megalon","1973","29349","2062626"
"1000","Godzilla vs. Mechagodzilla","1974","29348",""
"1000","Terror of Mechagodzilla","1975","29345",""
"1001","The Daytrippers","1996","29464","1298027"
"1002","Betty Blue","1986","29079","1303053"
"1003","All About Eve","1950","29596","1401385"
"1004","Now, Voyager","1942","29026","1294710"
"1005","Cold War","2018","30104","26894602"
"1006","The Story of Temple Drake","1933","28575","1812109"
"1007","Until the End of the World","1991","28767","1295897"
"1008","Old Joy","2006","29062","1861148"
"1009","Holiday","1938","28829","1301014"
"1010","Le petit soldat","1963","28093","1401512"
"1011","Fail Safe","1964","28825","1293514"
"1012","All About My Mother","1999","29569","1291937"
"1013","Teorema","1968","28660","1297130"
"1014","Roma","2018","30124","1950330"
"1015","Journey to the Beginning of Time","1955","30226","2056031"
"1016","Invention for Destruction","1958","29654","1940670"
"1017","The Fabulous Baron Munchausen","1962","29652",""
"1018","Paris Is Burning","1990","29647","1299344"
"1019","Bamboozled","2000","29007","1308789"
"1020","Leave Her to Heaven","1945","29602","1292892"
"1021","Show Boat","1936","29035","1300516"
"1022","The Prince of Tides","1991","29571","1297398"
"1023","The Cremator","1969","27853","1486017"
"1024","Destry Rides Again","1939","29002","1304404"
"1025","The Grand Budapest Hotel","2014","29601","11525673"
"1026","Me and You and Everyone We Know","2005","29112","1419958"
"1027","The Great Escape","1963","29149","1294947"
"1028","Dance, Girl, Dance","1940","29633","1304153"
"1029","Husbands","1970","28827","1303095"
"1030","Scorsese Shorts","","30616",""
"1031","Wildlife","2018","29644","26847068"
"1032","An Unmarried Woman","1978","29597","1293163"
"1033","The Cameraman","1928","29011","1297549"
"1034","Portrait of a Lady on Fire","2019","30469","30257175"
"1035","Come and See","1985","28895","1422186"
"1036","The Big Boss","1971","29553","1307577"
"1036","Fist of Fury","1972","29556","1294991"
"1036","The Way of the Dragon","1972","29554","1306870"
"1036","Enter the Dragon","1973","30623","1293118"
"1036","Game of Death","1978","29555","1308456"
"1037","The War of the Worlds","1953","29942","1293523"
"1038","Marriage Story","2019","30554","27202818"
"1039","Town Bloody Hall","1979","30213","4250456"
"1040","Toni","1935","27975","1401615"
"1041","The Comfort of Strangers","1990","29638","1303595"
"1042","Beau travail","1999","29646","1306791"
"1043","Christ Stopped at Eboli","1979","30717","1452055"
"1044","Lucía","1968","30298","1401369"
"1044","After the Curfew","1954","30304","10617189"
"1044","Pixote","1980","30307","1298835"
"1044","Dos monjes","1934","30306","2382810"
"1044","Soleil Ô","1970","30299","6030619"
"1044","Downpour","1972","28601","16899635"
"1045","Lucía","1968","30298","1401369"
"1046","After the Curfew","1954","30304","10617189"
"1047","Pixote","1980","30307","1298835"
"1048","Dos monjes","1934","30306","2382810"
"1049","Soleil Ô","1970","30299","6030619"
"1050","Downpour","1972","28601","16899635"
"1051","The Elephant Man","1980","29677","1293200"
"1052","Claudine","1974","29599","3317598"
"1053","The Gunfighter","1950","28568","1296671"
"1054","Parasite","2019","30619","27010768"
"1055","Girlfriends","1978","29635","1902082"
"1056","Moonstruck","1987","29154","1292869"
"1057","Ghost Dog: The Way of the Samurai","1999","31032","1303449"
"1058","The Irishman","2019","30553","6981153"
"1059","Crash","1996","29014","1292682"
"1060","Amores perros","2000","30908","1292216"
"1061","Minding the Gap","2018","30515","27611421"
"1062","Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese","2019","31036","30430720"
"1063","The Ascent","1977","561",""
"1064","The Parallax View","1974","30204","1293261"
"1065","Mandabi","1968","29067","3425808"
"1066","Man Push Cart","2005","30367","1849177"
"1067","Chop Shop","2007","30288","2977573"
"1068","Smooth Talk","1985","29655","1958670"
"1069","Céline and Julie Go Boating","1974","29639","1418141"
"1070","Secrets & Lies","1996","29202","1294477"
"1071","Defending Your Life","1991","29634","1299011"
"1072","History Is Made at Night","1937","27770","4714175"
"1073","Memories of Murder","2003","31458","1300299"
"1074","Irma Vep","1996","29197","1294802"
"1075","Fast Times at Ridgemont High","1982","30464","1294982"
"1076","Merrily We Go to Hell","1932","30456","3607755"
"1077","Flowers of Shanghai","1998","30521","1303451"
"1078","Nightmare Alley","1947","28571","1302893"
"1079","Streetwise","1984","29631","1303619"
"1080","Tiny: The Life of Erin Blackwell","2016","29656","34439067"
"1081","Visions of Eight","1973","29305","1298851"
"1082","Ethnic Notions","1986","31180","3213441"
"1082","Tongues Untied","1989","31182","1304347"
"1082","Affirmations","1990","31185","26385858"
"1082","Anthem","1991","31184","4915083"
"1082","Color Adjustment","1992","31179","25711833"
"1082","Non, Je Ne Regrette Rien (No Regret)","1993","31183","26385857"
"1082","Black Is . . . Black Ain’t","1995","31178","5342781"
"1083","Pariah","2011","31582","5385557"
"1084","Mirror","1975","28894","1299248"
"1085","Bringing Up Baby","1938","29010","1297657"
"1086","Deep Cover","1992","31499","1292513"
"1087","Working Girls","1986","31084","1616327"
"1088","La piscine","1969","30223","1308459"
"1089","After Life","1998","29081",""
"1090","Original Cast Album: “Company”","1970","30212","2144609"
"1091","Beasts of No Nation","2015","31756",""
"1093","The Story of a Three Day Pass","1967","31848",""
"1094","Watermelon Man","1970","31629","5055911"
"1095","Sweet Sweetback’s Baadasssss Song","1971","32000","2144143"
"1096","Don’t Play Us Cheap","1972","32013",""
"1097","Love & Basketball","2000","31500","1293062"
"1098","The Damned","1969","31319",""
"1099","High Sierra","1941","29019","1293262"
"1100","The Incredible Shrinking Man","1957","28988","1899630"
"1101","Uncut Gems","2019","31917","27045860"
"1102","Devi","1960","27906",""
"1103","Once Upon a Time in China","1991","30712",""
"1103","Once Upon a Time in China II","1992","30711",""
"1103","Once Upon a Time in China III","1993","30710",""
"1103","Once Upon a Time in China IV","1993","31784",""
"1103","Once Upon a Time in China V","1994","31785",""
"1104","Citizen Kane","1941","32250","1292288"
"1105","Menace II Society","1993","31502","1300493"
"1106","One Night in Miami . . .","2020","32171","34461132"
"1107","The Learning Tree","1969","29636","4072731"
"1108","The Celebration","1998","28059","1292908"
"1109","Time","2020","32170",""
"1110","The Piano","1993","30424",""
"1111","Dick Johnson Is Dead","2020","32311",""
"1112","Miller’s Crossing","1990","29604","1292060"
"1113","Boat People","1982","30455","1296557"
"1114","Love Affair","1939","32533","1299065"
"1115","Adoption","1975","31237","1304473"
"1116","The Flight of the Phoenix","1965","28566","1958178"
"1117","love jones","1997","31501","1422901"
"1118","The Last Waltz","1978","29460","1306025"
"1119","Miracle in Milan","1951","28176","1303578"
"1120","The Girl Can’t Help It","1956","29605",""
"1121","Eyimofe (This Is My Desire)","2020","32158",""
"1122","’Round Midnight","1986","29031","1292321"
"1123","Mr. Klein","1976","28112","1305348"
"1124","Chan Is Missing","1982","31920","1918196"
"1125","The Funeral","1984","28879","1293745"
"1126","Double Indemnity","1944","30460","1293226"
"1127","Mississippi Masala","1991","32237","1297483"
"1128","Farewell Amor","2020","32604","34907393"
"1129","Rouge","1987","30738","1299288"
"1130","Shaft","1971","30643","1294071"
"1131","Pink Flamingos","1972","31320","1298230"
"1132","The Worst Person in the World","2021","32661","34447553"
"1133","Okja","2017","32600","26365236"
"1134","Raging Bull","1980","29158","1293155"
"1135","Devil in a Blue Dress","1995","32355","1298906"
"1136","Drive My Car","2021","32441","35235502"
"1137","Frownland","2007","29434","2364828"
"1138","Daddy Longlegs","2009","29117","3707135"
"1139","Hôtel du Nord","1938","27721","1758909"
"1140","Buck and the Preacher","1972","30530",""
"1141","Faya dayi","2021","32189","35288815"
"1142","Sambizanga","1972","33101","4729942"
"1142","Prisioneros de la tierra","1939","30308","3144308"
"1142","Chess of the Wind","1976","31588","26850972"
"1142","Muna moto","1975","33087",""
"1142","Two Girls on the Street","1939","30309",""
"1142","Kalpana","1948","33102",""
"1143","Sambizanga","1972","33101",""
"1144","Prisioneros de la tierra","1939","30308",""
"1145","Chess of the Wind","1976","31588",""
"1146","Muna moto","1975","33087",""
"1147","Two Girls on the Street","1939","30309",""
"1148","Kalpana","1948","33102","5128575"
"1149","Take Out","2004","30084","3079416"
"1150","Exotica","1994","29270",""
"1151","Sound of Metal","2019","32169","26716348"
"1152","Lost Highway","1997","31590","1303459"
"1153","Arsenic and Old Lace","1944","29005","1299412"
"1154","Eve’s Bayou","1997","32658","1295228"
"1155","Cure","1997","27666",""
"1156","La Llorona","2019","33103",""
"1157","Daisies","1966","27854","1296500"
"1158","The Power of the Dog","2021","33332","33437152"
"1159","Infernal Affairs","2002","32453","1307914"
"1159","Infernal Affairs II","2003","32454","1307106"
"1159","Infernal Affairs III","2003","32455",""
"1160","Malcolm X","1992","33245","1292681"
"1161","WALL·E","2008","33246","2131459"
"1162","Loving Couples","1964","30379","1901993"
"1162","Night Games","1966","30380","1826798"
"1162","The Girls","1968","30381",""
"1163","The Seventh Continent","1989","28837","1437410"
"1163","Benny’s Video","1992","28839","1401584"
"1163","71 Fragments of a Chronology of Chance","1994","28838",""
"1164","The Velvet Underground","2021","33386",""
"1165","Cooley High","1975","31689",""
"1166","The Adventures of Baron Munchausen","1988","29570","1301604"
"1167","Imitation of Life","1934","30461",""
"1168","The Element of Crime","1984","619","1298734"
"1168","Epidemic","1987","28078",""
"1168","Europa","1991","768","1296116"
"1169","This Is Not a Burial, It’s a Resurrection","2019","32409","34680094"
"1170","Bergman Island","2021","33380","26867808"
"1171","Romeo and Juliet","1968","30205",""
"1172","India Song","1975","31904","1298347"
"1172","Baxter, Vera Baxter","1977","31905","3103285"
"1173","Hollywood Shuffle","1987","29771","4135265"
"1174","Last Hurrah for Chivalry","1979","29546","1302738"
"1175","Inland Empire","2006","30077","1438734"
"1176","Chilly Scenes of Winter","1979","29145","1902090"
"1177","Mangrove","2020","33630","35207744"
"1177","Lovers Rock","2020","33631","35191268"
"1177","Red, White and Blue","2020","33632",""
"1177","Alex Wheatle","2020","33633","35207746"
"1177","Education","2020","33634",""
"1178","Triangle of Sadness","2022","33532",""
